complex_word	simple_word	POS	complex_lemma	simple_lemma	complex_index	simple_index	complex_sentence	simple_sentence
suitable	right	JJ	suitable	right	3	3	after finding a suitable space rock orbiting our way , the spaceship might push , tug or harpoon the asteroid .	after finding the right space rock orbiting our way , the spaceship might push , tug or harpoon the asteroid .
harpoon	spear	NN	harpoon	spear	17	14	after finding a suitable space rock orbiting our way , the spaceship might push , tug or harpoon the asteroid .	after finding the right space rock , the spaceship might push , tug or spear the asteroid .
petite	little	JJ	petite	little	1	1	but petite ones say , the size of a dump truck might be practical to grab using unmanned spaceships , nasa says .	but little ones , the size of a dump truck , might be practical to grab using unmanned spaceships , nasa says .
useful	handy	JJ	useful	handy	7	7	but the technology developed '' could prove useful in diverting a larger , rogue asteroid , '' said tom jones .	but what scientists learn could come in handy one day , said tom jones .
rigorous	strict	JJ	rigorous	strict	4	4	but the rules are rigorous for these tours , including the one taken by beyonce and jay-z .	but the rules are strict for these tours , including the three-day one taken by beyonce and jay-z .
tour	trip	NN	tour	trip	7	10	beyonce and jay-z reportedly stuck to the tour , even as they celebrated their five-year anniversary .	beyonce and jay-z celebrated their fifth wedding anniversary on the trip .
embargo	ban	NN	embargo	ban	3	6	rubio and other embargo defenders say all these trips put money in the hands of a repressive castro regime .	rubio and other defenders of the ban say these trips give money to the cuban government .
permissible	acceptable	JJ	permissible	acceptable	23	17	as cuban-americans do now , visitors could book their trip through a charter airline and sign an affidavit to affirm they have a permissible purpose .	visitors could book their trip through a charter airline and sign a statement proving they have an acceptable purpose , just as cuban-americans do .
vital	major	JJ	vital	major	25	10	the center granted lila and her colleagues $ 60,000 to chose one fruit and one vegetable to test their new method of extracting and transplanting vital nutrients .	lila and her colleagues received a $ 60,000 grant from major food companies .
method	way	NN	method	way	20	9	the center granted lila and her colleagues $ 60,000 to chose one fruit and one vegetable to test their new method of extracting and transplanting vital nutrients .	they money will allow them to test their new way of pulling out and transplanting vital nutrients .
ready-to-eat	ready	JJ	ready-to-eat	ready	15	17	he wants to determine how the products will work as part of the army 's ready-to-eat -lrb- mre -rrb- program .	he wants to figure out if the products can be part of the army 's meal , ready to eat -lrb- mrs -rrb- meal program .
various	different	JJ	various	different	13	9	meanwhile , researchers at the plants for human health institute are experimenting with various foods that could be made with the infused flour .	meanwhile , researchers at the institute are experimenting with different foods that could be made with the healthier flour .
drink	beverage	NN	drink	beverage	17	13	in a recent clinical trial , student subjects from appalachian state university were asked to consume a drink containing blueberry and green tea phytochemical extracts for 17 days .	in a recent experiment , some students from appalachian state university drank a beverage containing blueberry and green tea phytochemical extracts for 17 days .
trial	experiment	NN	trial	experiment	4	3	in a recent clinical trial , student subjects from appalachian state university were asked to consume a drink containing blueberry and green tea phytochemical extracts for 17 days .	in a recent experiment , some students from appalachian state university drank a beverage containing blueberry and green tea phytochemical extracts for 17 days .
